"gmtamesQSAR_ID","Strain","Endpoint","TrainValTest"
"gmtamesQSAR_2383","TA100_S9","Negative","Train"
"gmtamesQSAR_2384","TA100_S9","Negative","Train"
"gmtamesQSAR_2385","TA100_S9","Negative","Train"
"gmtamesQSAR_2386","TA100_S9","Positive","Train"
"gmtamesQSAR_2387","TA100_S9","Positive","Train"
"gmtamesQSAR_2388","TA100_S9","Negative","Train"
"gmtamesQSAR_2393","TA100_S9","Positive","Train"
"gmtamesQSAR_2395","TA100_S9","Negative","Train"
"gmtamesQSAR_2397","TA100_S9","Positive","Train"
"gmtamesQSAR_2398","TA100_S9","Negative","Train"
"gmtamesQSAR_2400","TA100_S9","Negative","Train"
"gmtamesQSAR_2403","TA100_S9","Negative","Train"
"gmtamesQSAR_2406","TA100_S9","Negative","Train"
"gmtamesQSAR_2407","TA100_S9","Positive","Train"
"gmtamesQSAR_2409","TA100_S9","Negative","Train"
"gmtamesQSAR_2411","TA100_S9","Negative","Train"
"gmtamesQSAR_2412","TA100_S9","Negative","Train"
"gmtamesQSAR_2413","TA100_S9","Positive","Train"
"gmtamesQSAR_2414","TA100_S9","Negative","Train"
"gmtamesQSAR_2416","TA100_S9","Positive","Train"
"gmtamesQSAR_2417","TA100_S9","Negative","Train"
"gmtamesQSAR_2423","TA100_S9","Negative","Train"
"gmtamesQSAR_2424","TA100_S9","Negative","Train"
"gmtamesQSAR_2426","TA100_S9","Negative","Train"
"gmtamesQSAR_2428","TA100_S9","Negative","Train"
"gmtamesQSAR_2429","TA100_S9","Positive","Train"
"gmtamesQSAR_2431","TA100_S9","Negative","Train"
"gmtamesQSAR_2432","TA100_S9","Negative","Train"
"gmtamesQSAR_2435","TA100_S9","Positive","Train"
"gmtamesQSAR_2436","TA100_S9","Negative","Train"
"gmtamesQSAR_2437","TA100_S9","Negative","Train"
"gmtamesQSAR_2441","TA100_S9","Negative","Train"
"gmtamesQSAR_2443","TA100_S9","Positive","Train"
"gmtamesQSAR_2446","TA100_S9","Positive","Train"
"gmtamesQSAR_2447","TA100_S9","Positive","Train"
"gmtamesQSAR_2448","TA100_S9","Negative","Train"
"gmtamesQSAR_2451","TA100_S9","Negative","Train"
"gmtamesQSAR_2452","TA100_S9","Positive","Train"
"gmtamesQSAR_2453","TA100_S9","Negative","Train"
"gmtamesQSAR_2454","TA100_S9","Negative","Train"
"gmtamesQSAR_2456","TA100_S9","Negative","Train"
"gmtamesQSAR_2457","TA100_S9","Negative","Train"
"gmtamesQSAR_2458","TA100_S9","Negative","Train"
"gmtamesQSAR_2459","TA100_S9","Positive","Train"
"gmtamesQSAR_2460","TA100_S9","Negative","Train"
"gmtamesQSAR_2462","TA100_S9","Negative","Train"
"gmtamesQSAR_2463","TA100_S9","Negative","Train"
"gmtamesQSAR_2465","TA100_S9","Positive","Train"
"gmtamesQSAR_2466","TA100_S9","Negative","Train"
"gmtamesQSAR_2467","TA100_S9","Negative","Train"
"gmtamesQSAR_2468","TA100_S9","Negative","Train"
"gmtamesQSAR_2470","TA100_S9","Positive","Train"
"gmtamesQSAR_2472","TA100_S9","Positive","Train"
"gmtamesQSAR_2473","TA100_S9","Positive","Train"
"gmtamesQSAR_2474","TA100_S9","Negative","Train"
"gmtamesQSAR_2476","TA100_S9","Negative","Train"
"gmtamesQSAR_2478","TA100_S9","Negative","Train"
"gmtamesQSAR_2479","TA100_S9","Negative","Train"
"gmtamesQSAR_2480","TA100_S9","Negative","Train"
"gmtamesQSAR_2482","TA100_S9","Negative","Train"
"gmtamesQSAR_2483","TA100_S9","Negative","Train"
"gmtamesQSAR_2486","TA100_S9","Negative","Train"
"gmtamesQSAR_2489","TA100_S9","Positive","Train"
"gmtamesQSAR_2492","TA100_S9","Negative","Train"
"gmtamesQSAR_2493","TA100_S9","Negative","Train"
"gmtamesQSAR_2494","TA100_S9","Negative","Train"
"gmtamesQSAR_2495","TA100_S9","Positive","Train"
"gmtamesQSAR_2496","TA100_S9","Negative","Train"
"gmtamesQSAR_2500","TA100_S9","Negative","Train"
"gmtamesQSAR_2501","TA100_S9","Positive","Train"
"gmtamesQSAR_2504","TA100_S9","Negative","Train"
"gmtamesQSAR_2506","TA100_S9","Negative","Train"
"gmtamesQSAR_2507","TA100_S9","Negative","Train"
"gmtamesQSAR_2509","TA100_S9","Negative","Train"
"gmtamesQSAR_2511","TA100_S9","Negative","Train"
"gmtamesQSAR_2514","TA100_S9","Positive","Train"
"gmtamesQSAR_2516","TA100_S9","Negative","Train"
"gmtamesQSAR_2519","TA100_S9","Negative","Train"
"gmtamesQSAR_2521","TA100_S9","Positive","Train"
"gmtamesQSAR_2522","TA100_S9","Positive","Train"
"gmtamesQSAR_2526","TA100_S9","Positive","Train"
"gmtamesQSAR_2527","TA100_S9","Positive","Train"
"gmtamesQSAR_2529","TA100_S9","Negative","Train"
"gmtamesQSAR_2530","TA100_S9","Negative","Train"
"gmtamesQSAR_2531","TA100_S9","Positive","Train"
"gmtamesQSAR_2533","TA100_S9","Positive","Train"
"gmtamesQSAR_2535","TA100_S9","Negative","Train"
"gmtamesQSAR_2536","TA100_S9","Positive","Train"
"gmtamesQSAR_2539","TA100_S9","Positive","Train"
"gmtamesQSAR_2541","TA100_S9","Positive","Train"
"gmtamesQSAR_2542","TA100_S9","Negative","Train"
"gmtamesQSAR_2545","TA100_S9","Positive","Train"
"gmtamesQSAR_2546","TA100_S9","Negative","Train"
"gmtamesQSAR_2547","TA100_S9","Positive","Train"
"gmtamesQSAR_2548","TA100_S9","Negative","Train"
"gmtamesQSAR_2549","TA100_S9","Negative","Train"
"gmtamesQSAR_2551","TA100_S9","Negative","Train"
"gmtamesQSAR_2554","TA100_S9","Negative","Train"
"gmtamesQSAR_2558","TA100_S9","Negative","Train"
"gmtamesQSAR_2566","TA100_S9","Positive","Train"
"gmtamesQSAR_2569","TA100_S9","Negative","Train"
"gmtamesQSAR_2573","TA100_S9","Negative","Train"
"gmtamesQSAR_2575","TA100_S9","Negative","Train"
"gmtamesQSAR_2576","TA100_S9","Negative","Train"
"gmtamesQSAR_2577","TA100_S9","Negative","Train"
"gmtamesQSAR_2580","TA100_S9","Negative","Train"
"gmtamesQSAR_2584","TA100_S9","Negative","Train"
"gmtamesQSAR_2585","TA100_S9","Positive","Train"
"gmtamesQSAR_2589","TA100_S9","Negative","Train"
"gmtamesQSAR_2590","TA100_S9","Positive","Train"
"gmtamesQSAR_2591","TA100_S9","Negative","Train"
"gmtamesQSAR_2594","TA100_S9","Positive","Train"
"gmtamesQSAR_2596","TA100_S9","Positive","Train"
"gmtamesQSAR_2599","TA100_S9","Negative","Train"
"gmtamesQSAR_2601","TA100_S9","Negative","Train"
"gmtamesQSAR_2602","TA100_S9","Negative","Train"
"gmtamesQSAR_2604","TA100_S9","Positive","Train"
"gmtamesQSAR_2605","TA100_S9","Negative","Train"
"gmtamesQSAR_2606","TA100_S9","Negative","Train"
"gmtamesQSAR_2607","TA100_S9","Negative","Train"
"gmtamesQSAR_2608","TA100_S9","Negative","Train"
"gmtamesQSAR_2610","TA100_S9","Negative","Train"
"gmtamesQSAR_2612","TA100_S9","Negative","Train"
"gmtamesQSAR_2614","TA100_S9","Positive","Train"
"gmtamesQSAR_2615","TA100_S9","Negative","Train"
"gmtamesQSAR_2616","TA100_S9","Negative","Train"
"gmtamesQSAR_2617","TA100_S9","Negative","Train"
"gmtamesQSAR_2619","TA100_S9","Negative","Train"
"gmtamesQSAR_2621","TA100_S9","Negative","Train"
"gmtamesQSAR_2623","TA100_S9","Negative","Train"
"gmtamesQSAR_2624","TA100_S9","Negative","Train"
"gmtamesQSAR_2628","TA100_S9","Negative","Train"
"gmtamesQSAR_2629","TA100_S9","Negative","Train"
"gmtamesQSAR_2630","TA100_S9","Negative","Train"
"gmtamesQSAR_2631","TA100_S9","Negative","Train"
"gmtamesQSAR_2632","TA100_S9","Negative","Train"
"gmtamesQSAR_2635","TA100_S9","Negative","Train"
"gmtamesQSAR_2636","TA100_S9","Positive","Train"
"gmtamesQSAR_2638","TA100_S9","Negative","Train"
"gmtamesQSAR_2639","TA100_S9","Negative","Train"
"gmtamesQSAR_2640","TA100_S9","Negative","Train"
"gmtamesQSAR_2645","TA100_S9","Positive","Train"
"gmtamesQSAR_2646","TA100_S9","Negative","Train"
"gmtamesQSAR_2648","TA100_S9","Negative","Train"
"gmtamesQSAR_2649","TA100_S9","Positive","Train"
"gmtamesQSAR_2651","TA100_S9","Positive","Train"
"gmtamesQSAR_2652","TA100_S9","Negative","Train"
"gmtamesQSAR_2654","TA100_S9","Negative","Train"
"gmtamesQSAR_2655","TA100_S9","Positive","Train"
"gmtamesQSAR_2658","TA100_S9","Positive","Train"
"gmtamesQSAR_2660","TA100_S9","Positive","Train"
"gmtamesQSAR_2662","TA100_S9","Positive","Train"
"gmtamesQSAR_2665","TA100_S9","Negative","Train"
"gmtamesQSAR_2669","TA100_S9","Negative","Train"
"gmtamesQSAR_2671","TA100_S9","Positive","Train"
"gmtamesQSAR_2672","TA100_S9","Positive","Train"
"gmtamesQSAR_2673","TA100_S9","Negative","Train"
"gmtamesQSAR_2674","TA100_S9","Negative","Train"
"gmtamesQSAR_2675","TA100_S9","Positive","Train"
"gmtamesQSAR_2677","TA100_S9","Negative","Train"
"gmtamesQSAR_2680","TA100_S9","Positive","Train"
"gmtamesQSAR_2682","TA100_S9","Positive","Train"
"gmtamesQSAR_2684","TA100_S9","Negative","Train"
"gmtamesQSAR_2687","TA100_S9","Negative","Train"
"gmtamesQSAR_2690","TA100_S9","Negative","Train"
"gmtamesQSAR_2691","TA100_S9","Negative","Train"
"gmtamesQSAR_2692","TA100_S9","Negative","Train"
"gmtamesQSAR_2693","TA100_S9","Negative","Train"
"gmtamesQSAR_2695","TA100_S9","Negative","Train"
"gmtamesQSAR_2697","TA100_S9","Positive","Train"
"gmtamesQSAR_2698","TA100_S9","Negative","Train"
"gmtamesQSAR_2701","TA100_S9","Positive","Train"
"gmtamesQSAR_2706","TA100_S9","Negative","Train"
"gmtamesQSAR_2707","TA100_S9","Negative","Train"
"gmtamesQSAR_2708","TA100_S9","Negative","Train"
"gmtamesQSAR_2710","TA100_S9","Negative","Train"
"gmtamesQSAR_2711","TA100_S9","Negative","Train"
"gmtamesQSAR_2712","TA100_S9","Negative","Train"
"gmtamesQSAR_2715","TA100_S9","Negative","Train"
"gmtamesQSAR_2716","TA100_S9","Negative","Train"
"gmtamesQSAR_2720","TA100_S9","Negative","Train"
"gmtamesQSAR_2721","TA100_S9","Negative","Train"
"gmtamesQSAR_2722","TA100_S9","Negative","Train"
"gmtamesQSAR_2723","TA100_S9","Positive","Train"
"gmtamesQSAR_2724","TA100_S9","Positive","Train"
"gmtamesQSAR_2727","TA100_S9","Positive","Train"
"gmtamesQSAR_2731","TA100_S9","Negative","Train"
"gmtamesQSAR_2732","TA100_S9","Positive","Train"
"gmtamesQSAR_2735","TA100_S9","Positive","Train"
"gmtamesQSAR_2736","TA100_S9","Negative","Train"
"gmtamesQSAR_2738","TA100_S9","Negative","Train"
"gmtamesQSAR_2740","TA100_S9","Positive","Train"
"gmtamesQSAR_2741","TA100_S9","Negative","Train"
"gmtamesQSAR_2742","TA100_S9","Negative","Train"
"gmtamesQSAR_2743","TA100_S9","Positive","Train"
"gmtamesQSAR_2745","TA100_S9","Negative","Train"
"gmtamesQSAR_2749","TA100_S9","Negative","Train"
"gmtamesQSAR_2750","TA100_S9","Negative","Train"
"gmtamesQSAR_2751","TA100_S9","Negative","Train"
"gmtamesQSAR_2752","TA100_S9","Negative","Train"
"gmtamesQSAR_2753","TA100_S9","Negative","Train"
"gmtamesQSAR_2756","TA100_S9","Negative","Train"
"gmtamesQSAR_2757","TA100_S9","Negative","Train"
"gmtamesQSAR_2758","TA100_S9","Negative","Train"
"gmtamesQSAR_2759","TA100_S9","Negative","Train"
"gmtamesQSAR_2761","TA100_S9","Negative","Train"
"gmtamesQSAR_2762","TA100_S9","Negative","Train"
"gmtamesQSAR_2763","TA100_S9","Positive","Train"
"gmtamesQSAR_2765","TA100_S9","Negative","Train"
"gmtamesQSAR_2771","TA100_S9","Positive","Train"
"gmtamesQSAR_2773","TA100_S9","Negative","Train"
"gmtamesQSAR_2775","TA100_S9","Negative","Train"
"gmtamesQSAR_2776","TA100_S9","Negative","Train"
"gmtamesQSAR_2778","TA100_S9","Negative","Train"
"gmtamesQSAR_2781","TA100_S9","Negative","Train"
"gmtamesQSAR_2785","TA100_S9","Positive","Train"
"gmtamesQSAR_2786","TA100_S9","Negative","Train"
"gmtamesQSAR_2790","TA100_S9","Positive","Train"
"gmtamesQSAR_2791","TA100_S9","Positive","Train"
"gmtamesQSAR_2793","TA100_S9","Negative","Train"
"gmtamesQSAR_2796","TA100_S9","Negative","Train"
"gmtamesQSAR_2799","TA100_S9","Negative","Train"
"gmtamesQSAR_2801","TA100_S9","Negative","Train"
"gmtamesQSAR_2802","TA100_S9","Positive","Train"
"gmtamesQSAR_2803","TA100_S9","Negative","Train"
"gmtamesQSAR_2804","TA100_S9","Negative","Train"
"gmtamesQSAR_2805","TA100_S9","Negative","Train"
"gmtamesQSAR_2806","TA100_S9","Positive","Train"
"gmtamesQSAR_2807","TA100_S9","Negative","Train"
"gmtamesQSAR_2810","TA100_S9","Positive","Train"
"gmtamesQSAR_2811","TA100_S9","Negative","Train"
"gmtamesQSAR_2812","TA100_S9","Negative","Train"
"gmtamesQSAR_2815","TA100_S9","Negative","Train"
"gmtamesQSAR_2816","TA100_S9","Negative","Train"
"gmtamesQSAR_2817","TA100_S9","Negative","Train"
"gmtamesQSAR_2818","TA100_S9","Negative","Train"
"gmtamesQSAR_2820","TA100_S9","Negative","Train"
"gmtamesQSAR_2821","TA100_S9","Negative","Train"
"gmtamesQSAR_2824","TA100_S9","Negative","Train"
"gmtamesQSAR_2827","TA100_S9","Negative","Train"
"gmtamesQSAR_2828","TA100_S9","Positive","Train"
"gmtamesQSAR_2829","TA100_S9","Negative","Train"
"gmtamesQSAR_2831","TA100_S9","Negative","Train"
"gmtamesQSAR_2833","TA100_S9","Negative","Train"
"gmtamesQSAR_2834","TA100_S9","Positive","Train"
"gmtamesQSAR_2835","TA100_S9","Positive","Train"
"gmtamesQSAR_2836","TA100_S9","Positive","Train"
"gmtamesQSAR_2837","TA100_S9","Negative","Train"
"gmtamesQSAR_2841","TA100_S9","Negative","Train"
"gmtamesQSAR_2844","TA100_S9","Negative","Train"
"gmtamesQSAR_2845","TA100_S9","Negative","Train"
"gmtamesQSAR_2846","TA100_S9","Positive","Train"
"gmtamesQSAR_2847","TA100_S9","Positive","Train"
"gmtamesQSAR_2850","TA100_S9","Negative","Train"
"gmtamesQSAR_2852","TA100_S9","Negative","Train"
"gmtamesQSAR_2853","TA100_S9","Negative","Train"
"gmtamesQSAR_2854","TA100_S9","Negative","Train"
"gmtamesQSAR_2856","TA100_S9","Negative","Train"
"gmtamesQSAR_2859","TA100_S9","Positive","Train"
"gmtamesQSAR_2860","TA100_S9","Positive","Train"
"gmtamesQSAR_2864","TA100_S9","Negative","Train"
"gmtamesQSAR_2865","TA100_S9","Positive","Train"
"gmtamesQSAR_2867","TA100_S9","Negative","Train"
"gmtamesQSAR_2868","TA100_S9","Negative","Train"
"gmtamesQSAR_2873","TA100_S9","Negative","Train"
"gmtamesQSAR_2875","TA100_S9","Negative","Train"
"gmtamesQSAR_2876","TA100_S9","Negative","Train"
"gmtamesQSAR_2878","TA100_S9","Negative","Train"
"gmtamesQSAR_2880","TA100_S9","Negative","Train"
"gmtamesQSAR_2882","TA100_S9","Negative","Train"
"gmtamesQSAR_2883","TA100_S9","Negative","Train"
"gmtamesQSAR_2884","TA100_S9","Positive","Train"
"gmtamesQSAR_2888","TA100_S9","Negative","Train"
"gmtamesQSAR_2890","TA100_S9","Negative","Train"
"gmtamesQSAR_2892","TA100_S9","Positive","Train"
"gmtamesQSAR_2893","TA100_S9","Positive","Train"
"gmtamesQSAR_2895","TA100_S9","Negative","Train"
"gmtamesQSAR_2897","TA100_S9","Negative","Train"
"gmtamesQSAR_2901","TA100_S9","Negative","Train"
"gmtamesQSAR_2903","TA100_S9","Positive","Train"
"gmtamesQSAR_2904","TA100_S9","Negative","Train"
"gmtamesQSAR_2906","TA100_S9","Negative","Train"
"gmtamesQSAR_2907","TA100_S9","Negative","Train"
"gmtamesQSAR_2908","TA100_S9","Negative","Train"
"gmtamesQSAR_2909","TA100_S9","Positive","Train"
"gmtamesQSAR_2914","TA100_S9","Negative","Train"
"gmtamesQSAR_2916","TA100_S9","Negative","Train"
"gmtamesQSAR_2917","TA100_S9","Negative","Train"
"gmtamesQSAR_2921","TA100_S9","Positive","Train"
"gmtamesQSAR_2925","TA100_S9","Negative","Train"
"gmtamesQSAR_2927","TA100_S9","Negative","Train"
"gmtamesQSAR_2928","TA100_S9","Negative","Train"
"gmtamesQSAR_2929","TA100_S9","Negative","Train"
"gmtamesQSAR_2930","TA100_S9","Negative","Train"
"gmtamesQSAR_2932","TA100_S9","Negative","Train"
"gmtamesQSAR_2934","TA100_S9","Negative","Train"
"gmtamesQSAR_2935","TA100_S9","Negative","Train"
"gmtamesQSAR_2938","TA100_S9","Negative","Train"
"gmtamesQSAR_2940","TA100_S9","Negative","Train"
"gmtamesQSAR_2941","TA100_S9","Negative","Train"
"gmtamesQSAR_2944","TA100_S9","Positive","Train"
"gmtamesQSAR_2945","TA100_S9","Positive","Train"
"gmtamesQSAR_2948","TA100_S9","Negative","Train"
"gmtamesQSAR_2949","TA100_S9","Positive","Train"
"gmtamesQSAR_2951","TA100_S9","Negative","Train"
"gmtamesQSAR_2952","TA100_S9","Negative","Train"
"gmtamesQSAR_2954","TA100_S9","Negative","Train"
"gmtamesQSAR_2956","TA100_S9","Negative","Train"
"gmtamesQSAR_2959","TA100_S9","Positive","Train"
"gmtamesQSAR_2960","TA100_S9","Negative","Train"
"gmtamesQSAR_2964","TA100_S9","Negative","Train"
"gmtamesQSAR_2965","TA100_S9","Negative","Train"
"gmtamesQSAR_2966","TA100_S9","Positive","Train"
"gmtamesQSAR_2967","TA100_S9","Negative","Train"
"gmtamesQSAR_2970","TA100_S9","Negative","Train"
"gmtamesQSAR_2971","TA100_S9","Negative","Train"
"gmtamesQSAR_2972","TA100_S9","Negative","Train"
"gmtamesQSAR_2973","TA100_S9","Negative","Train"
"gmtamesQSAR_2974","TA100_S9","Negative","Train"
"gmtamesQSAR_2976","TA100_S9","Negative","Train"
"gmtamesQSAR_2978","TA100_S9","Positive","Train"
"gmtamesQSAR_2984","TA100_S9","Negative","Train"
"gmtamesQSAR_2985","TA100_S9","Negative","Train"
"gmtamesQSAR_2986","TA100_S9","Positive","Train"
"gmtamesQSAR_2990","TA100_S9","Positive","Train"
"gmtamesQSAR_2991","TA100_S9","Negative","Train"
"gmtamesQSAR_2992","TA100_S9","Positive","Train"
"gmtamesQSAR_2999","TA100_S9","Negative","Train"
"gmtamesQSAR_3006","TA100_S9","Negative","Train"
"gmtamesQSAR_3007","TA100_S9","Negative","Train"
"gmtamesQSAR_3011","TA100_S9","Negative","Train"
"gmtamesQSAR_3014","TA100_S9","Negative","Train"
"gmtamesQSAR_3016","TA100_S9","Negative","Train"
"gmtamesQSAR_3018","TA100_S9","Negative","Train"
"gmtamesQSAR_3022","TA100_S9","Negative","Train"
"gmtamesQSAR_3023","TA100_S9","Negative","Train"
"gmtamesQSAR_3028","TA100_S9","Negative","Train"
"gmtamesQSAR_3031","TA100_S9","Negative","Train"
"gmtamesQSAR_3033","TA100_S9","Positive","Train"
"gmtamesQSAR_3035","TA100_S9","Positive","Train"
"gmtamesQSAR_3036","TA100_S9","Positive","Train"
"gmtamesQSAR_3037","TA100_S9","Positive","Train"
"gmtamesQSAR_3038","TA100_S9","Negative","Train"
"gmtamesQSAR_3042","TA100_S9","Negative","Train"
"gmtamesQSAR_3044","TA100_S9","Negative","Train"
"gmtamesQSAR_3046","TA100_S9","Negative","Train"
"gmtamesQSAR_3047","TA100_S9","Negative","Train"
"gmtamesQSAR_3048","TA100_S9","Negative","Train"
"gmtamesQSAR_3050","TA100_S9","Negative","Train"
"gmtamesQSAR_3052","TA100_S9","Negative","Train"
"gmtamesQSAR_3054","TA100_S9","Positive","Train"
"gmtamesQSAR_3055","TA100_S9","Negative","Train"
"gmtamesQSAR_3060","TA100_S9","Negative","Train"
"gmtamesQSAR_3062","TA100_S9","Negative","Train"
"gmtamesQSAR_3064","TA100_S9","Negative","Train"
"gmtamesQSAR_3065","TA100_S9","Positive","Train"
"gmtamesQSAR_3066","TA100_S9","Positive","Train"
"gmtamesQSAR_3067","TA100_S9","Negative","Train"
"gmtamesQSAR_3068","TA100_S9","Negative","Train"
"gmtamesQSAR_3069","TA100_S9","Positive","Train"
"gmtamesQSAR_3071","TA100_S9","Positive","Train"
"gmtamesQSAR_3073","TA100_S9","Negative","Train"
"gmtamesQSAR_3074","TA100_S9","Positive","Train"
"gmtamesQSAR_3075","TA100_S9","Negative","Train"
"gmtamesQSAR_3076","TA100_S9","Negative","Train"
"gmtamesQSAR_3077","TA100_S9","Positive","Train"
"gmtamesQSAR_3082","TA100_S9","Positive","Train"
"gmtamesQSAR_3084","TA100_S9","Negative","Train"
"gmtamesQSAR_3085","TA100_S9","Positive","Train"
"gmtamesQSAR_3086","TA100_S9","Negative","Train"
"gmtamesQSAR_3088","TA100_S9","Negative","Train"
"gmtamesQSAR_3089","TA100_S9","Positive","Train"
"gmtamesQSAR_3090","TA100_S9","Positive","Train"
"gmtamesQSAR_3091","TA100_S9","Positive","Train"
"gmtamesQSAR_3093","TA100_S9","Negative","Train"
"gmtamesQSAR_3094","TA100_S9","Negative","Train"
"gmtamesQSAR_3098","TA100_S9","Negative","Train"
"gmtamesQSAR_3100","TA100_S9","Negative","Train"
"gmtamesQSAR_3102","TA100_S9","Negative","Train"
"gmtamesQSAR_3103","TA100_S9","Negative","Train"
"gmtamesQSAR_3105","TA100_S9","Negative","Train"
"gmtamesQSAR_3107","TA100_S9","Positive","Train"
"gmtamesQSAR_3109","TA100_S9","Negative","Train"
"gmtamesQSAR_3111","TA100_S9","Negative","Train"
"gmtamesQSAR_3114","TA100_S9","Negative","Train"
"gmtamesQSAR_3115","TA100_S9","Negative","Train"
"gmtamesQSAR_3116","TA100_S9","Positive","Train"
"gmtamesQSAR_3119","TA100_S9","Negative","Train"
"gmtamesQSAR_3120","TA100_S9","Negative","Train"
"gmtamesQSAR_3121","TA100_S9","Negative","Train"
"gmtamesQSAR_3122","TA100_S9","Negative","Train"
"gmtamesQSAR_3123","TA100_S9","Positive","Train"
"gmtamesQSAR_3124","TA100_S9","Negative","Train"
"gmtamesQSAR_3125","TA100_S9","Negative","Train"
"gmtamesQSAR_3127","TA100_S9","Positive","Train"
"gmtamesQSAR_3128","TA100_S9","Negative","Train"
"gmtamesQSAR_3131","TA100_S9","Negative","Train"
"gmtamesQSAR_3132","TA100_S9","Negative","Train"
"gmtamesQSAR_3133","TA100_S9","Negative","Train"
"gmtamesQSAR_3134","TA100_S9","Negative","Train"
"gmtamesQSAR_3135","TA100_S9","Positive","Train"
"gmtamesQSAR_3136","TA100_S9","Negative","Train"
"gmtamesQSAR_3138","TA100_S9","Negative","Train"
"gmtamesQSAR_3139","TA100_S9","Negative","Train"
"gmtamesQSAR_3143","TA100_S9","Negative","Train"
"gmtamesQSAR_3144","TA100_S9","Positive","Train"
"gmtamesQSAR_3145","TA100_S9","Negative","Train"
"gmtamesQSAR_3146","TA100_S9","Negative","Train"
"gmtamesQSAR_3147","TA100_S9","Negative","Train"
"gmtamesQSAR_3151","TA100_S9","Positive","Train"
"gmtamesQSAR_3152","TA100_S9","Positive","Train"
"gmtamesQSAR_3153","TA100_S9","Negative","Train"
"gmtamesQSAR_3155","TA100_S9","Negative","Train"
"gmtamesQSAR_3157","TA100_S9","Positive","Train"
"gmtamesQSAR_3159","TA100_S9","Positive","Train"
"gmtamesQSAR_3162","TA100_S9","Negative","Train"
"gmtamesQSAR_3163","TA100_S9","Positive","Train"
"gmtamesQSAR_3166","TA100_S9","Positive","Train"
"gmtamesQSAR_3168","TA100_S9","Negative","Train"
"gmtamesQSAR_3171","TA100_S9","Positive","Train"
"gmtamesQSAR_3172","TA100_S9","Positive","Train"
"gmtamesQSAR_3174","TA100_S9","Positive","Train"
"gmtamesQSAR_3175","TA100_S9","Positive","Train"
"gmtamesQSAR_3176","TA100_S9","Negative","Train"
"gmtamesQSAR_3178","TA100_S9","Negative","Train"
"gmtamesQSAR_3182","TA100_S9","Negative","Train"
"gmtamesQSAR_3183","TA100_S9","Negative","Train"
"gmtamesQSAR_3185","TA100_S9","Positive","Train"
"gmtamesQSAR_3186","TA100_S9","Negative","Train"
"gmtamesQSAR_3187","TA100_S9","Positive","Train"
"gmtamesQSAR_3190","TA100_S9","Negative","Train"
"gmtamesQSAR_3192","TA100_S9","Positive","Train"
"gmtamesQSAR_3193","TA100_S9","Negative","Train"
"gmtamesQSAR_3195","TA100_S9","Negative","Train"
"gmtamesQSAR_3198","TA100_S9","Negative","Train"
"gmtamesQSAR_3202","TA100_S9","Positive","Train"
"gmtamesQSAR_3206","TA100_S9","Positive","Train"
"gmtamesQSAR_3208","TA100_S9","Negative","Train"
"gmtamesQSAR_3211","TA100_S9","Positive","Train"
"gmtamesQSAR_3212","TA100_S9","Positive","Train"
"gmtamesQSAR_3213","TA100_S9","Negative","Train"
"gmtamesQSAR_3214","TA100_S9","Positive","Train"
"gmtamesQSAR_3215","TA100_S9","Positive","Train"
"gmtamesQSAR_3217","TA100_S9","Negative","Train"
"gmtamesQSAR_3218","TA100_S9","Negative","Train"
"gmtamesQSAR_3220","TA100_S9","Negative","Train"
"gmtamesQSAR_3223","TA100_S9","Negative","Train"
"gmtamesQSAR_3226","TA100_S9","Negative","Train"
"gmtamesQSAR_3229","TA100_S9","Negative","Train"
"gmtamesQSAR_3231","TA100_S9","Negative","Train"
"gmtamesQSAR_3236","TA100_S9","Negative","Train"
"gmtamesQSAR_3241","TA100_S9","Positive","Train"
"gmtamesQSAR_3242","TA100_S9","Negative","Train"
"gmtamesQSAR_3243","TA100_S9","Negative","Train"
"gmtamesQSAR_3245","TA100_S9","Negative","Train"
"gmtamesQSAR_3246","TA100_S9","Negative","Train"
"gmtamesQSAR_3248","TA100_S9","Positive","Train"
"gmtamesQSAR_3252","TA100_S9","Positive","Train"
"gmtamesQSAR_3253","TA100_S9","Positive","Train"
"gmtamesQSAR_3256","TA100_S9","Positive","Train"
"gmtamesQSAR_3257","TA100_S9","Positive","Train"
"gmtamesQSAR_3259","TA100_S9","Negative","Train"
"gmtamesQSAR_3261","TA100_S9","Negative","Train"
"gmtamesQSAR_3262","TA100_S9","Negative","Train"
"gmtamesQSAR_3263","TA100_S9","Negative","Train"
"gmtamesQSAR_3265","TA100_S9","Negative","Train"
"gmtamesQSAR_3268","TA100_S9","Negative","Train"
"gmtamesQSAR_3271","TA100_S9","Positive","Train"
"gmtamesQSAR_3272","TA100_S9","Positive","Train"
"gmtamesQSAR_3276","TA100_S9","Positive","Train"
"gmtamesQSAR_3278","TA100_S9","Negative","Train"
"gmtamesQSAR_3280","TA100_S9","Positive","Train"
"gmtamesQSAR_3281","TA100_S9","Negative","Train"
"gmtamesQSAR_3283","TA100_S9","Negative","Train"
"gmtamesQSAR_3286","TA100_S9","Positive","Train"
"gmtamesQSAR_3288","TA100_S9","Negative","Train"
"gmtamesQSAR_3292","TA100_S9","Positive","Train"
"gmtamesQSAR_3295","TA100_S9","Positive","Train"
"gmtamesQSAR_3297","TA100_S9","Positive","Train"
"gmtamesQSAR_3299","TA100_S9","Negative","Train"
"gmtamesQSAR_3300","TA100_S9","Negative","Train"
